tweet, category
"When Jerry Richardson bought the Carolina Panthers in 1993, he paid $206 million. When he sells the team after the season, he is expected to get in range of $2.5 billion.", 
"Buccaneers' starting RB tonight expected to be Peyton Barber, per league source.", 
"Blake Bortles This Month\n                                     NFL Rank\nW-L                  3-0      T-1st\nYds per att      9.9       1st\nTD-Int              7-0      1st\nTotal QBR        85        1st", 
"Chargers TE Hunter Henry has a lacerated kidney and his status is uncertain.", 
"Giants vice president of player evaluation Marc Ross interviewed today with president John Mara and former general manager Ernie Accorsi for the team’s GM job.", 
"Official word of Panthers’ LB Thomas Davis’ two-game suspension, with an explanation as to why: https://t.co/GHjfufnGd5", 
"Panthers’ LB Thomas Davis is being suspended two games, per sources. He will appeal.", 
"On this week’s podcast, ask your football and non-football questions using #AskAdam. Please tweet them to us. Then download the show to see if your question made the cut.", 
"PROJECTED DRAFT ORDER\n1. Browns       0-14\n2. Giants         2-12\n3. Colts           3-11\n4. 49ers          4-10\n5. Browns       4-10 (from Texans)\n6. Bears          4-10\n7. Bucs             4-9\n8. Bengals       5-9\n9. Broncos       5-9\n10. Jets            5-9", 
"Just another NFL Sunday...\n\n*Refs use paper to measure first down.\n\n*Jerry Richardson announces the Panthers are  for sale.\n\n*Seattle surrenders 42 points at home.\n\n*Jaguars clinch playoff spot.\n\n*Aaron Rodgers throws 3 picks.", 
"After serving a six-game suspension, Zeke Elliott due back at Cowboys’ training complex this morning.", 
"49ers GM John Lynch likes that. https://t.co/txoRCxEzev", 
"Initial tests showed Patriots’ RB Rex Burkhead did not tear his ACL, per league source. He could miss a little time, but knee injury initially not believed to be of the major variety.", 
"Christian McCaffrey, who has 73 catches and five receiving touchdowns this season, is only rookie RB in NFL history with at least 70 receptions and five TD catches.", 
"Patriots now have won the AFC East division title, marking the ninth consecutive division title for New England (2009-17), the longest streak in NFL history.", 
"Jerry Richardson will put Carolina Panthers up for sale: https://t.co/Wp2kido0VD", 
"Steelers WR Antonio Brown has a partially torn calf muscle, per source. Unlikely to play next week but expected back for the postseason.", 
"Minutes after Tom Brady engineered a game-winning drive in Pittsburgh, Brady’s former understudy Jimmy Garoppolo did the same in San Francisco.", 
"Every season brings unfortunate and untimely injuries. But this one has brought more big injuries to more big players than any season in recent memory.", 
"Patriots RB Rex Burkhead is out for the game with what team is calling knee injury.", 
"Antonio Brown on way to hospital. Sounds more serious than team initially said.", 
"Jaguars WR Marquise Lee suffered a sprained ankle, but X-rays showed no break, and Lee is scheduled to undergo an MRI on Monday, per source.", 
"WR Antonio Brown suffered what is being called a “calf bruise.” Unsure whether he can return.", 
"Vikings have clinched NFC North.", 
"Vikings QB Teddy Bridgewater enters the game.", 
"JuJu Smith-Schuster officially active vs Patriots.", 
"Ravens WR Jeremy Maclin is out rest of game with knee injury.", 
"Here’s why Carolina announced its own owner was being investigated - it knew this story was coming. https://t.co/V2c13tZaca", 
"With Chris Hogan not expected to play today, the Patriots could give a shot to newly-signed WR Kenny Britt.", 
"A surprise for today’s big game: Patriots WR Chris Hogan not expected to play vs Steelers as he continues recovery from shoulder injury, per league source.", 
"A surprise for today’s big game: Patriots WR Chris Hogan not expected to play vs Steelers as he continues... https://t.co/p4BMsThMWd", 
"More news coming up on ESPN’s Sunday NFL Countdown next....", 
"Vikings TE Kyle Rudolph is active today vs Bengals.", 
"More on Marvin Lewis’ plans to leave his job as Bengals’ HC after this season:\n\nhttps://t.co/nxc5IlWuTD https://t.co/iwEZkuj5mu", 
"Longest Tenure by Current Head Coaches:  \n\nBill Belichick       Patriots     2000 Marvin Lewis      Bengals    2003 Mike McCarthy  Packers    2006 Sean Payton       Saints        2006 Mike Tomlin         Steelers    2007", 
"After 15 seasons in Cincinnati, Marvin Lewis is planning to leave the Bengals after this season to pursue... https://t.co/fHYVQXFWgT", 
"After 15 seasons in Cincinnati, Marvin Lewis is planning to leave the Bengals after this season to pursue opportunities elsewhere, league sources tell ESPN. \n\nMore on Sunday NFL Countdown.", 
"ESPN's Sunday NFL Countdown on now -- with news ahead....", 
"Anthony Barr says he still gets hate messages for hit that injured Aaron Rodgers:\n\nhttps://t.co/wS36kD4fHU", 
"Players out today include Raiders WR Amari Cooper, Steelers TE Vance McDonald, Patriots DT Alan Branch, Jaguars WR Allen Hurns, Cardinals WR John Brown and TE Jermaine Gresham, Packers CB Davon House, and Bengals LB Vontaze Burfict and CB Dre Kirkpatrick.", 
"Today is first time that referee Gene Steratore will work a Cowboys’ game since he made the call on the Dez Bryant catch/non catch in Dallas’ 2014 playoff loss to the Packers.", 
"QBs in starting lineup this week that weren’t last week: Green Bay’s Aaron Rodgers vs. Panthers, Philadelphia’s Nick Foles vs. Giants, Buffalo’s Tyrod Taylor vs. Dolphins, the NY Jets’ Bryce Petty vs. Saints.", 
"RBs ruled out for this week include Jacksonville’s Leonard Fournette (quad), Cincinnati’s Joe Mixon (concussion), Atlanta’s Tevin Coleman (concussion)", 
"Texans WR DeAndre Hopkins, questionable for Sunday’s game vs Jaguars due to a toe injury, will play, per source.", 
"Steelers WR JuJu Smith-Schuster, questionable with hamstring injury, is expected to play Sunday vs. Patriots, per source.", 
"Panthers WR Devin Funchess, questionable with shoulder injury, is expected to play Sunday vs. Packers, per source.", 
"Patriots downgraded LB Kyle Van Noy and DB Brandon King to out for Sunday.", 
"Jaguars’ RB Leonard Fournette is out Sunday vs Texans, per @mortreport.", 
"Dolphins RB Damien Williams (shoulder/illness) and safety Michael Thomas (knee) did not travel to Buffalo and will not play Sunday vs. Bills.", 
"Washington activated kicker Dustin Hopkins off IR and waived kicker Nick Rose.", 
"Packers officially activated QB Aaron Rodgers off injured reserve on Saturday.\n\nIn a corresponding roster move, Packers also released QB Joe Callahan, per @RobDemovsky.", 
"Lions RB Ameer Abdullah is active.\n\nBears TE Adam Shaheen is inactive.", 
"Falcons’ RB Tevin Coleman ruled out Monday night due to concussion.", 
"And now this: https://t.co/wvj0JkgST7", 
"Broncos placing QB Trevor Siemian on IR with a shoulder injury; he’s done for season as Broncos go into off-season with QB questions.", 
"Rams punter Johnny Hekker named Week 14 NFLPA Community MVP for organizing multiple grassroots efforts to help victims of ongoing Los Angeles wildfires.", 
"Jaguars RB Leonard Fournette missed his third straight day of practice today due to his quad injury. No practice all week.", 
"Broncos’ QB Trevor Siemian is believed to have suffered a sprained AC joint, but he will undergo an MRI today to verify, per @Jeff_Legwold.", 
"Tyrann Mathieu surprises Arizona families for the holidays with gifts, more:\n\nhttps://t.co/gqQBAhVhio https://t.co/VaS078nxhb", 
"Colts TE Brandon Williams was released from hospital after being diagnosed with a concussion.\n\nhttps://t.co/yqtSF3ovwm", 
"Cardinals placing RB Adrian Peterson on IR with a neck injury, per source. Peterson’s season is over.", 
"Latest update on Steelers’ LB Ryan Shazier: https://t.co/8fJQgpvVso", 
"Lions ruled out center Travis Swanson (concussion) and right tackle Rick Wagner (ankle) for Saturday’s game vs. Bears.", 
"With the #FantasyFootball playoffs on the line, be more informed. This tool from @IBMWatson helps you easily compare which players to start #ad\n\nhttps://t.co/wUeZovTTw3 https://t.co/P8IsYmr9xX", 
"Patriots are paying WR Kenny Britt a pro-rated portion of the veteran minimum $900,000 this year, then $1.5 million next year with chance to get to 2M with incentives, per source. Next year is Patriots’ option; if not exercised, Britt becomes a UFA.", 
"After tonight, Thursday night games - and the debate about them - goes on a little hiatus. https://t.co/ktsOJwf1S1", 
"Five years ago today.... https://t.co/imneZRG8Ud", 
"Saints’ RB Alvin Kamara, who left Thursday night’s game vs Atlanta with a concussion, told reporters today: “Im good to go. I’m gonna play.”", 
"Cardinals’ HC Bruce Arians said he has “no idea” if RB Adrian Peterson will recover from his neck injury to play again this season. Doesn’t sound encouraging.", 
"An interesting concept - a game rating for every NFL head coach’s game management performance, a coach’s version of QB rating:\n\nhttps://t.co/yvVo6jAXBA", 
"Patriots signed WR Kenny Britt and DL Ricky Jean Francois, released LB Jonathan Freeny and WR Bernard Reedy, and also placed OL Marcus Cannon on Injured Reserve.", 
"#KnowThemFromAdam\n\nChargers WR Keenan Allen on his and his team’s production, Korn Ferry executive Jed Hughes on coaching searches, and #AskAdam.\n\nhttps://t.co/l8HvV09sHc", 
"Back Sunday in Carolina against the Panthers..... https://t.co/A4Qxg5SNMj", 
"Jets placed QB Josh McCown on IR.\n\nEagles officially placed QB Carson Wentz on IR.\n\nAnd on it goes.", 
"Bengals announced the return of QB Jeff Driskel, designating him for return from Reserve/Injured list. Time to start getting ready for ‘18 and beyond.", 
"And so in a season in which he has yet to know the feeling of winning a single game, WR Kenny Britt is going to the playoffs.", 
"Patriots are finalizing a deal with former Browns WR Kenny Britt, per @FieldYates. Deal expected to be done shortly.", 
"On ESPN’s NFL Live, where he is a guest analyst for next two days, QB Robert Griffin III said he worked out for Chargers last summer,  almost played for Ravens, and has had “interesting offers” from other teams as well.", 
"Not all hope lost, Philadelphia.... https://t.co/9SiOsjCotb", 
"Week 15 playoff scenarios, via @RLiuNFL.\n\nSix teams can clinch this week.\nNFC: Eagles, Vikings, Rams\nAFC: Steelers, Patriots, Jaguars https://t.co/QTE0qPoVOM", 
"Nothing unexpected but the official word on the end of Steelers’ LB Ryan Shazier’s season: https://t.co/8Xqumv6ODc", 
"Washington safety Su’a Cravens has received medical clearance to resume all football activities and plans to play next season, per his agent @fadde.", 
"Patriots went 0-11 on third down Monday night, their first game without a third-down conversion since 1991.", 
"Dr. James Andrews told @mortreport that torn ACLs can and should be 9-12 month recoveries, which means there are no assurances Carson Wentz is ready for start of 2018 season.", 
"Packers QB Aaron Rodgers underwent the scan he needed to this morning. Packers doctors now evaluating it, and team hopes to have an answer on his availability on Tuesday.", 
"No Seahawks players will be suspended for Sunday's actions against Jacksonville, though NFL still reviewing melee under standard process, per league official.", 
"Titans HC Mike Mularkey said Marcus Mariota has a sprained left knee, and he does not believe the injury to be serious.", 
"On this week’s podcast, ask your football and non-football questions using #AskAdam. Please tweet them to us. Then download the show to see if your question made the cut.", 
"Carson Wentz\nJosh McCown\nDeshaun Watson\nAaron Rodgers\nCarson Palmer\nSam Bradford\nRyan Tannehill\nAndrew Luck\n\nYear of the backup QB continues...", 
"MRI showed that Eagles’ QB and NFL MVP candidate Carson Wentz did tear his ACL. Wentz is our for season.\n\nNick Foles time.", 
"Patriots’ WR Chris Hogan, who has missed the last four games with a shoulder injury, will play tonight vs. Miami Dolphins, per league source.", 
"NFL has initiated a joint investigation with NFLPA on Tom Savage re-entering Sunday’s game with a concussion.", 
"NFL will speak with Jaguars and Seahawks about Sunday’s incident; process already has begun.", 
"If the NFL draft were held today, the Browns would have the No. 1 and No. 5 overall picks (via Texans in Deshaun Watson trade).", 
"Texans HC Bill O’Brien said he expects TJ Yates to start Sunday vs Jaguars.", 
"Jordan Whitehead, one of the top underclassmen safeties, has decided to enter 2018 NFL Draft: https://t.co/5wfMlXZdXL", 
"Patriots now have won 14 consecutive road games, the 2nd-longest streak in NFL history behind only the SF 49ers, who won 18 straight from 1988-90. Patriots also only team not to lose a road game this season (6-0).", 
